id,name
label_0,' Is Disney Headed For A Cold Spell?
label_1,10 Summers
label_2,19
label_3,1942–1973 Issues
label_4,1983–1985 Issues
label_5,1986)epic (1987&ndash
label_6,1996
label_7,1997)bmg (1995&ndash
label_8,1997)warner Bros. (1998&ndash
label_9,1997–2001
label_10,1998)edel (1999&ndash
label_11,2001)columbia (2003&ndash
label_12,2002)daylight / Epic (2003&ndash
label_13,2002–06
label_14,2011–12
label_15,2011–nay
label_16,2015–nay
label_17,2017-03-06
label_18,2018-04-10
label_19,2020-03-01
label_20,25 Tháng 3 Năm 2025
label_21,51 West
label_22,550
label_23,A Car And A Cell Phone
label_24,A&m
label_25,A&m (1968–1972
label_26,A&m/octone
label_27,Abc
label_28,Abc-paramount
label_29,Abkco
label_30,Adventures In Music
label_31,After Selena Gomez's Exit And A Thawing 'frozen
label_32,Allied Artists Music Group
label_33,Amherst
label_34,Angel (1996-1997
label_35,Animal
label_36,Apple
label_37,Apple Records
label_38,Archie Music (2017–nay
label_39,Archuleta Signed With Jive
label_40,Ariola
label_41,Arista
label_42,Arista Nashville
label_43,Ark 21
label_44,Asia Entertainment
label_45,Asthmatic Kittysounds Familyreorchard
label_46,Astralwerks
label_47,Asylum
label_48,Atco
label_49,Atco Recordsatlantic Recordsichiban Records
label_50,Atlantic
label_51,Atlantic (1972&ndash
label_52,Atlantic (2005-nay)elektra (2002–2005
label_53,Atlantic (us
label_54,Atlantic Records Ava Max
label_55,Avicii
label_56,Aware
label_57,B2m
label_58,Bang
label_59,Barclay
label_60,Beady Eye
label_61,Beautiful Mind Records
label_62,Because
label_63,Beggars Banquet
label_64,Bell
label_65,Beluga Heights/warner Bros
label_66,Beyond
label_67,Bgsw
label_68,Big Beat
label_69,Big Brother
label_70,Big Fish
label_71,Big Hit
label_72,Big Machine
label_73,Billboard
label_74,Black Butter
label_75,Blackground
label_76,Bmg
label_77,Boss Entertainment
label_78,Brother
label_79,Brother/reprise/warner Bros
label_80,Buckingham Records
label_81,Buddah
label_82,Bullet Records
label_83,Buổi Hòa Nhạc Tại Các Lễ Trao Giải ↙
label_84,Cactus Jack
label_85,Cadence
label_86,Capital
label_87,Capitol
label_88,Capitol (1964–1966
label_89,Capitol (hiện Tại) Geffen Records (cũ
label_90,Capitol (hoa Kỳ
label_91,Capitol Nashville
label_92,Capitol Records
label_93,Capitol/emi
label_94,Capricorn
label_95,Caribou
label_96,Caribou/cbs
label_97,Carlton
label_98,Carlton Music
label_99,Caroline
label_100,Casablanca
label_101,Casablanca Records
label_102,Cash Money
label_103,Catsup Plate
label_104,Cbs
label_105,Charisma
label_106,Cheeky
label_107,Cherrytree
label_108,Chi Sound
label_109,Chrysalis
label_110,Chưa Ký
label_111,Cj E&m
label_112,Colgems
label_113,Columbia
label_114,Columbia (1960–1966)atlantic (1967–1979)arista (1980–2003)aretha Records (2011–2018
label_115,Columbia (1972-1977
label_116,Columbia (2005-2006)hollywood Records (2007-2012)jonas Brothers Recording
label_117,Columbia Records
label_118,Columbia Records Và Sony Music Entertainment
label_119,Columbia Recordssony Music Entertainment
label_120,Columbia/cbs
label_121,Columbiafo-reel Entertainmentfabolous Street Label
label_122,Commission Music
label_123,Compound
label_124,Concetta Records
label_125,Concord
label_126,Coty
label_127,Crash
label_128,Creation
label_129,Creative Artists Agency
label_130,Crown
label_131,Cue
label_132,Curb
label_133,Daptone Records
label_134,Dark Horse
label_135,Darkroom
label_136,Dave
label_137,Daylight
label_138,Dcd2
label_139,De-lite
label_140,Dead
label_141,Death Row
label_142,Decaydance
label_143,Decca
label_144,Decca (2010–present
label_145,Decca/mca
label_146,Deep Well Records
label_147,Def Jam
label_148,Dew Process
label_149,Dine Alone
label_150,Disclosure To Release Singles Ep April 30th
label_151,Disruptor
label_152,Disturbing London
label_153,Doggystyle
label_154,Dolly Records
label_155,Domino
label_156,Dreamcatcher
label_157,Dreamworks
label_158,Duran Duran Discography
label_159,E1 Music (2013
label_160,East West
label_161,Elektra
label_162,Eleven Seven
label_163,Eleveneleven
label_164,Elizabeth Arden
label_165,Emi
label_166,Emi Columbia
label_167,Emi Latin
label_168,Emi Records
label_169,Emi's Columbia
label_170,Entertainment Weekly
label_171,Eone Music
label_172,Epic
label_173,Epic (1977-1996
label_174,Epic (uk
label_175,Epic / Konvict Muzik
label_176,Epic Music Video
label_177,Epic Records
label_178,Evancho Recorded With Sony Masterworks/portrait. From 2010 To 2012
label_179,Every
label_180,Exclusive: 'american Idol' Alum Allison Iraheta Officially Signed To 19/jive
label_181,Facebook
label_182,Fantasy Records
label_183,Fascination
label_184,Fat Cat
label_185,Fat Possum
label_186,Festival
label_187,Fictionisland Def Jam Irelandmoshi Moshiuniversal-island
label_188,First Access
label_189,Food
label_190,Frontiers Records
label_191,Fueled By Ramen
label_192,Fueled By Ramen Records/nettwerk Records (mỹ)hassle Records (liên Hiệp Anh
label_193,Funtone
label_194,G$up
label_195,Geffen
label_196,Geffen (2007-2009)universal Music Canada (2009-nay
label_197,Geffen/interscope/universal
label_198,Generation Now
label_199,Giant/reprise Records
label_200,Giant/warner Bros
label_201,Gigantic Parfums
label_202,Glamara
label_203,Global
label_204,Gnome
label_205,Goldband
label_206,Good Years
label_207,Gordy
label_208,Grand Hustle
label_209,Greco-roman
label_210,Griffin
label_211,Grp Records
label_212,Gsf Records
label_213,Gut
label_214,Harvest
label_215,Herzklang
label_216,Hi
label_217,Hib-tone
label_218,Highway (2012
label_219,Hmv
label_220,Hollywood
label_221,Hollywood (2004 - Nay
label_222,Hollywood Records
label_223,Honest Jon's
label_224,Hotnewhiphop.com
label_225,House Of Deréon
label_226,Http://fans.winduplist.com/minorsignup.aspx?artistname=emily%20osment
label_227,Http://rocnation.com/artists/
label_228,Http://www.atlanticrecords.com/artists/ava-max
label_229,Http://www.facebook.com/thesolids
label_230,Http://www.hotnewhiphop.com/travis-scott-announces-new-label-cactus-jack-records-news.29716.html
label_231,Http://www.winduprecords.com
label_232,Http://www.zombalabelgroup.com/news.html##201643
label_233,Https://web.archive.org/web/20180927085646/http://www.atlanticrecords.com/artists/ava-max
label_234,Https://www.musicbusinessworldwide.com/i-just-wanted-a-job-a-car-and-a-cell-phone/
label_235,I Just Wanted A Job
label_236,I.r.s
label_237,Iamsound
label_238,Imperial
label_239,Improv
label_240,Inc
label_241,Inc.thành Phần Atropa Belladonna
label_242,Independent (1997-2005) Arista (2006-2008) Modern Whomp/a2m (2008-nay
label_243,Innervision
label_244,Intering
label_245,Interscope
label_246,Interscope (1997-2005) Universal Motown (2006-2008) Manhattan (2008-nay) Planet 9 (2008-nay
label_247,Interscope Recordskill Rock Stars Recordscustard Recordsrockstar Records
label_248,Island
label_249,Island (2004–nay)fueled By Ramen (2003–2004)uprising Records (2002
label_250,Island Def Jam
label_251,Island Records
label_252,Ivanhoe Records
label_253,Ivory (2012
label_254,J Records (2004-nay
label_255,Jason
label_256,Je Touringfrom 2014 To 2015
label_257,Jet
label_258,Jive
label_259,Jive (2008–2011
label_260,Jive Records/zomba Label Group
label_261,John Gaines (2020–2023
label_262,Jonas Records
label_263,Kapp
label_264,Kel-life
label_265,Kemosabe
label_266,Không Dấu/tự Gắn Nhãn
label_267,Kidinakorner
label_268,Kobalt
label_269,Koch
label_270,Kon Live
label_271,Kon Live/geffen
label_272,Konlive
label_273,Konvict Muzik
label_274,Laface
label_275,Lafacearistablackgroundatlanticmotown
label_276,Lava
label_277,Legacy
label_278,Legacy Recordings
label_279,Liberty
label_280,Lioness
label_281,Lipshutz
label_282,Live
label_283,Live Nation
label_284,Llc (2013-nay
label_285,London
label_286,Lovett Music
label_287,Macklemore Llc
label_288,Madison Gate
label_289,Make Mine
label_290,Malaco
label_291,Manhattan Records
label_292,Matador
label_293,Maverick
label_294,Mbk
label_295,Mca
label_296,Mca/motown 2-14000
label_297,Mercury
label_298,Mercurymonumentmadacyword/curb/warner Bros.new Door/umewalt Disneylyric Street
label_299,Metal & Dust
label_300,Mgm
label_301,Mindless
label_302,Ministry Of Sound
label_303,Miracle
label_304,Mirage
label_305,Mjj Productions
label_306,Mjj Productions/mjj Music
label_307,Mobile Fidelity
label_308,Mom+pop
label_309,Monarc
label_310,Monument
label_311,More Protein
label_312,Moshi Moshi
label_313,Mosley
label_314,Motown
label_315,Motown (1999–2007
label_316,Motown Records
label_317,Msm
label_318,Mud Hut Digital
label_319,Murder Inc
label_320,Music
label_321,Music Business Worldwide
label_322,Music For Nations
label_323,Music World
label_324,Myrrh
label_325,Mật Ong
label_326,N.e.e.t
label_327,Nappy Boy Entertainment
label_328,Nay
label_329,New Door
label_330,New Haven
label_331,New Millenium Records Group
label_332,New West
label_333,Nghệ Tây
label_334,Ngày 10 Tháng 6 Năm 2009
label_335,Ngày 12 Tháng 3 Năm 2010
label_336,Ngày 15 Tháng 4 Năm 2009
label_337,Ngày 24 Tháng 10 Năm 2014
label_338,Ngày 27 Tháng 6 Năm 2009
label_339,Ngày 27 Tháng 9 Năm 2018
label_340,Ngày 6 Tháng 3 Năm 2017
label_341,Ngày 6 Tháng 4 Năm 2012
label_342,Ngày 9 Tháng 6 Năm 2009
label_343,Nice Life
label_344,Nick
label_345,Night Street
label_346,Nkotb Music
label_347,No Limit
label_348,Nonesuch/elektra
label_349,Noodlehouse
label_350,Npg
label_351,Octone
label_352,Odd Future Records
label_353,Old Green Barn
label_354,Owsla
label_355,Paisley Park
label_356,Papillon
label_357,Parcha
label_358,Parkwood
label_359,Parlophone
label_360,Paw Tracks
label_361,Peaceville
label_362,Philadelphia International
label_363,Philips
label_364,Phong Lan Hổ
label_365,Phonogram
label_366,Plan A Records
label_367,Platano
label_368,Pledis Entertainment (hàn Quốc)pledis Japan (nhật Bản
label_369,Plummylou
label_370,Pmr
label_371,Polar (sweden
label_372,Polydor
label_373,Portrait / Epic (1982&ndash
label_374,President
label_375,Priority
label_376,Private Club
label_377,Private Stock
label_378,Pye
label_379,Pye International
label_380,Quả Mơ
label_381,Quản Lý
label_382,Qwest
label_383,Radioactive
label_384,Rayblaze
label_385,Razor & Tie
label_386,Rca
label_387,Rca (victor
label_388,Rca Records
label_389,Rca Victor
label_390,Rcadecca
label_391,Real World
label_392,Rebel Rock
label_393,Red Music
label_394,Red Rooster
label_395,Relentless
label_396,Renown Records
label_397,Reprise
label_398,Reprise/warner Bros
label_399,Republic
label_400,Republic Nashville
label_401,Republic Records
label_402,Rhino
label_403,Right Hand
label_404,Rising Tide
label_405,Roberts
label_406,Roc Nation
label_407,Rocket
label_408,Rockingaleode/epic/cbs Recordspriority/emi Recordsrca Records
label_409,Rolling Stones
label_410,Rostrum
label_411,Rough Trade
label_412,Rounder
label_413,Rpm Records
label_414,Ruco
label_415,Rykodisc
label_416,S-curve
label_417,Saddleup
label_418,Sample Sized
label_419,Sanctuary
label_420,Sbk
label_421,Scepter
label_422,School Boy
label_423,Scratch
label_424,Sh-k-boom
label_425,Shadow Mountain (2011
label_426,She Recorded With Columbia/syco
label_427,Showbiz
label_428,Sign To Cherrytree/interscope Records In Us
label_429,Signal 21 Records
label_430,Sire
label_431,Sire/reprise/warner Bros
label_432,Sm Entertainment
label_433,Sm Entertainment(2005–2016)media Line Entertainment (2012–2014)mafia Records (2014–nay
label_434,Smiley Miley Inc
label_435,Smv Enterprises
label_436,So So Def
label_437,Solar
label_438,Sonablast!
label_439,Sony
label_440,Sony Bmg
label_441,Sony Japan (2005–2010
label_442,Sony Masterworks
label_443,Sony Music
label_444,Sony Music Entertainment
label_445,Sony Music Latin
label_446,Sony Musicdecca Records] (1996&ndash
label_447,Sony Soho Square
label_448,Sony Urban
label_449,Sony Urban Music
label_450,Soulbird
label_451,Sour Mash
label_452,Srp
label_453,St. Ives
label_454,Star Trak
label_455,Stargazer Records
label_456,Stateside
label_457,Stax
label_458,Steeltown
label_459,Stone'd
label_460,Stransky
label_461,Streamline
label_462,Sugar Hill
label_463,Sumthing
label_464,Sumthing Else
label_465,Sun
label_466,Sundazed
label_467,Super
label_468,Superbird
label_469,Surfdog
label_470,Sussex
label_471,Swan
label_472,Swingtime
label_473,Syco
label_474,Syco Music
label_475,Takoma
label_476,Tamla/tamla-motown
label_477,Tanner
label_478,The Gold Mind
label_479,The Island Def Jam Music Group
label_480,The Mvmnt
label_481,The Revolve Group
label_482,The Right Stuff
label_483,The Solids Facebook Page
label_484,Thành Viên Ảo Trong Quá Khứ
label_485,Tiara
label_486,Tommy Boy
label_487,Tone Tree Music (2017–nay
label_488,Totally Gross National Product
label_489,Track
label_490,Transparent
label_491,"Travis Scott Announces New Label ""cactus Jack Records"""
label_492,Triple T Productions
label_493,Tudor
label_494,Tvt
label_495,Tự Phát Hành
label_496,Uk: Top Rank
label_497,Umg
label_498,Uni
label_499,United Artists
label_500,Universal
label_501,Universal Motown
label_502,Universal Motown Records
label_503,Universal Music Group
label_504,Universal Republic
label_505,Universal Republic (2007–nay
label_506,Universal Republic Records
label_507,Vault (1964) Reprise (1964–65) Atco/atlantic (1965–67) Mca/kapp (1971–74)warner Bros. (1977
label_508,Vee-jay
label_509,Verve
label_510,Very Good Beats
label_511,Very Me Records
label_512,Vice
label_513,Victor Music
label_514,Virgin
label_515,Virgin (1996-nay)19/telstar (2002–04
label_516,Virgin Emi
label_517,Virgin Emi (anh Quốc
label_518,Virgin Records
label_519,Virgin/emi
label_520,Visionary
label_521,Vogue
label_522,Volt
label_523,Voltron
label_524,Walt Disney
label_525,Warlock
label_526,Warner
label_527,Warner Bros
label_528,Warner Bros. Records
label_529,Warner Music Sweden
label_530,Warner Records
label_531,Warwick
label_532,Wea
label_533,Weej
label_534,Westbury Road
label_535,Will.i.am
label_536,Wind-up Records - Official Website
label_537,Windup Records Artist E-news Signup
label_538,Wizard
label_539,Work
label_540,World Of Wonder
label_541,Wounded Bird
label_542,Www.victoriamonet.co
label_543,Xl
label_544,Yawa
label_545,Yes
label_546,Young Money
label_547,Young Turks
label_548,Zanzibar Records
label_549,Zomba
label_550,Đội Haus Hợp Tác Với Coty
